opor_co_no,opor_no,opor_pwd,co_no,pd_no,exch_group_no,asset_acco_no_str
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460010,46460010,46460010;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460011,46460011,46460011;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460012,46460012,46460012;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460013,46460013,46460013;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460014,46460014,46460014;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460015,46460015,46460015;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460016,46460016,46460016;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460017,46460017,46460017;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460018,46460018,46460018;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460019,46460019,46460019;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460020,46460020,46460020;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460021,46460021,46460021;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460022,46460022,46460022;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460023,46460023,46460023;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460024,46460024,46460024;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460025,46460025,46460025;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460026,46460026,46460026;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460027,46460027,46460027;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460028,46460028,46460028;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460029,46460029,46460029;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460030,46460030,46460030;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460031,46460031,46460031;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460032,46460032,46460032;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460033,46460033,46460033;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460034,46460034,46460034;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460035,46460035,46460035;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460036,46460036,46460036;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460037,46460037,46460037;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460038,46460038,46460038;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460039,46460039,46460039;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460040,46460040,46460040;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460041,46460041,46460041;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460042,46460042,46460042;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460043,46460043,46460043;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460044,46460044,46460044;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460045,46460045,46460045;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460046,46460046,46460046;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460047,46460047,46460047;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460048,46460048,46460048;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460049,46460049,46460049;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460050,46460050,46460050;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460051,46460051,46460051;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460052,46460052,46460052;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460053,46460053,46460053;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460054,46460054,46460054;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460055,46460055,46460055;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460056,46460056,46460056;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460057,46460057,46460057;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460058,46460058,46460058;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460059,46460059,46460059;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460060,46460060,46460060;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460061,46460061,46460061;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460062,46460062,46460062;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460063,46460063,46460063;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460064,46460064,46460064;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460065,46460065,46460065;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460066,46460066,46460066;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460067,46460067,46460067;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460068,46460068,46460068;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460069,46460069,46460069;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460070,46460070,46460070;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460071,46460071,46460071;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460072,46460072,46460072;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460073,46460073,46460073;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460074,46460074,46460074;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460075,46460075,46460075;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460076,46460076,46460076;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460077,46460077,46460077;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460078,46460078,46460078;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460079,46460079,46460079;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460080,46460080,46460080;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460081,46460081,46460081;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460082,46460082,46460082;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460083,46460083,46460083;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460084,46460084,46460084;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460085,46460085,46460085;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460086,46460086,46460086;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460087,46460087,46460087;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460088,46460088,46460088;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460089,46460089,46460089;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460090,46460090,46460090;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460091,46460091,46460091;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460092,46460092,46460092;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460093,46460093,46460093;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460094,46460094,46460094;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460095,46460095,46460095;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460096,46460096,46460096;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460097,46460097,46460097;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460098,46460098,46460098;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460099,46460099,46460099;
4646,46460001,NDc5OTc3ZDA5OWI4ZWFhOTlkZWZiZDU5ZmM4MmFlZGM=,4646,46460100,46460100,46460100;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470001,47470001,47470001;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470002,47470002,47470002;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470003,47470003,47470003;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470004,47470004,47470004;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470005,47470005,47470005;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470006,47470006,47470006;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470007,47470007,47470007;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470008,47470008,47470008;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470009,47470009,47470009;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470010,47470010,47470010;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470011,47470011,47470011;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470012,47470012,47470012;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470013,47470013,47470013;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470014,47470014,47470014;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470015,47470015,47470015;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470016,47470016,47470016;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470017,47470017,47470017;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470018,47470018,47470018;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470019,47470019,47470019;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470020,47470020,47470020;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470021,47470021,47470021;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470022,47470022,47470022;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470023,47470023,47470023;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470024,47470024,47470024;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470025,47470025,47470025;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470026,47470026,47470026;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470027,47470027,47470027;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470028,47470028,47470028;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470029,47470029,47470029;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470030,47470030,47470030;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470031,47470031,47470031;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470032,47470032,47470032;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470033,47470033,47470033;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470034,47470034,47470034;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470035,47470035,47470035;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470036,47470036,47470036;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470037,47470037,47470037;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470038,47470038,47470038;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470039,47470039,47470039;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470040,47470040,47470040;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470041,47470041,47470041;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470042,47470042,47470042;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470043,47470043,47470043;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470044,47470044,47470044;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470045,47470045,47470045;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470046,47470046,47470046;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470047,47470047,47470047;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470048,47470048,47470048;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470049,47470049,47470049;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470050,47470050,47470050;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470051,47470051,47470051;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470052,47470052,47470052;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470053,47470053,47470053;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470054,47470054,47470054;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470055,47470055,47470055;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470056,47470056,47470056;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470057,47470057,47470057;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470058,47470058,47470058;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470059,47470059,47470059;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470060,47470060,47470060;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470061,47470061,47470061;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470062,47470062,47470062;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470063,47470063,47470063;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470064,47470064,47470064;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470065,47470065,47470065;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470066,47470066,47470066;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470067,47470067,47470067;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470068,47470068,47470068;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470069,47470069,47470069;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470070,47470070,47470070;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470071,47470071,47470071;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470072,47470072,47470072;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470073,47470073,47470073;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470074,47470074,47470074;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470075,47470075,47470075;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470076,47470076,47470076;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470077,47470077,47470077;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470078,47470078,47470078;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470079,47470079,47470079;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470080,47470080,47470080;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470081,47470081,47470081;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470082,47470082,47470082;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470083,47470083,47470083;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470084,47470084,47470084;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470085,47470085,47470085;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470086,47470086,47470086;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470087,47470087,47470087;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470088,47470088,47470088;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470089,47470089,47470089;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470090,47470090,47470090;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470091,47470091,47470091;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470092,47470092,47470092;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470093,47470093,47470093;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470094,47470094,47470094;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470095,47470095,47470095;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470096,47470096,47470096;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470097,47470097,47470097;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470098,47470098,47470098;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470099,47470099,47470099;
4747,47470001,NWEwOWI0ZTE3M2U4NjJjOTE5YTUxMGU4Y2RmYjYwZjU=,4747,47470100,47470100,47470100;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480001,48480001,48480001;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480002,48480002,48480002;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480003,48480003,48480003;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480004,48480004,48480004;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480005,48480005,48480005;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480006,48480006,48480006;
4848,48480001,OTY2NmE3OTBlYzMyYTEyZWJmNzE5MjQ5Mjc4NjVhZmM=,4848,48480007,48480007,48480007;
